번호,지역명,정책명,정책유형,정책소개,사업운영기간,사업신청기간,주관기관
2218,인천,청년예술인지원사업,일자리,전도유망한 신진 예술가를 발굴하고 지원하여 미래의 예술가 육성,2023.01.01~2023.12.31,-,인천 서구문화재단
2219,인천,청년e음 청년스타트업지원사업,일자리,"청년(예비)창업팀 창업공간, 초기창업기반구축비 등의 지원을 통한 창업인프라 조성",2023.01.01~2023.12.31,-,공동체협치과
2220,인천,청년마을활동가 양성 및 지원,교육,청년 활동가들이 지역 주민의 복지 증진과 지역 공동체 형성촉진 활동에 주체적으로 참여할 수 있도록 지원,2023.01.01~2023.12.31,-,공동체협치과
2221,인천,서구 특화 프로그램 운영,복지.문화,청년세대에게 필요하며 수요가 높은 평생학습 프로그램 제공,2023.01.01~2023.12.31,-,교육혁신과
2222,인천,가좌시장 청년몰 임대료 지원,일자리,청년상인 대상 창업 및 영업공간을 조성하여 문화관광형 시장 육성사업과 연계하여 전통시장 활성화,2023.01.01~2023.12.31,-,경제정책과
2223,인천,부업대학생,교육,"취업의 기회를 제공하여 근로를 통한 자립정신을 배양하고 폭넓은 사회경험을 토대로 건전한 가치관 함양, 행정관서에 대한 올바른 이해 및 대국민 서비스질 향상",2023.01.01~2023.12.31,동계(2022.12.07.~12.09.) / 하계(2023.06.12.~06.15.),총무과
2224,인천,청년정책위원회 운영,참여.권리,청년정책 주요사항 심의 의결,2023.01.01~2023.12.31,-,공동체협치과
2225,인천,청년참여단 구성 및 운영,참여.권리,"청년의 구정 참여 보장, 청년을 위한 정책 개발 및 자립 기반 형성 등에 필요한 청년 지원 사업 발굴",2023.01.01~2023.12.31,-,공동체협치과
2226,인천,청년창업지원센터 구축 및 운영,교육,청년의 소통과 교류 공간 및 취·창업 지원을 위한 교육·컨설팅등 지원,2023.01.~2023.12.,미정,인천광역시 계양구 일자리정책과
2227,인천,청년창업 성장지원사업,일자리,발전가능성이 높은 관내 창업 초기 청년을 발굴하여 우수기업으로 성장지원,2023.01.~2023.12.,2023.1.2.~1.31.,인천광역시 계양구 일자리정책과
2228,인천,약정형(소규모) 매입임대주택,주거,"저소득 대학생, 취업준비생 및 신혼부부 등 청년층이 안정적으로 거주할 수 있도록 기존주택을 매입 후 시중시세 30% 수준의 임대조건으로 저렴하게 공급하는 사업",2023.01.01.~2023.12.31.,2023. 6. 12 ~ 7. 14,공사공단 인천도시공사
2229,인천,기존주택 매입 청년 임대사업,주거,기존 주택 매입 후 청년들에게 저렴하게 임대하여 주거비 부담 완화,2023.01.01.~2023.12.31.,22년의 경우: 2022.3.21. ~ 접수마감까지,도시계획국 주택정책과
2230,인천,청년어업인 영어정착지원,일자리,창업 초기 청년 수산업 경영인의 안정적인 어촌 정착을 지원,2023.01.01.~2023.12.31,-,-
2231,인천,청년농업인 영농 스타트업 지원,일자리,청년농업인들의 원활한 영농정착과 농업인력 구조개선에 기여하여 젊고 유능한 인재의 농업분야 진출 촉진,2023.01.01.~2023.12.31.,미정,경제산업본부 농축산과
2232,인천,청년농업인 영농정착 지원사업,일자리,영농 초기 소득이 불안전한 청년 창업농에게 영농정착 지원금 지급,2023.01.01.~2023.12.31.,2023. 1. 2~ 1. 27,경제산업본부 농축산과
2233,인천,신개념 청년창업 지원 사업,일자리,"청년의 열정, 아이디어와 중장년의 경험을 멘토로 하는 새로운 창업지원을 통한 청년 창업 활성화",2023.1. ~ 2023.12.,미정,미래산업국 창업벤처과
2234,인천,청년 체험형 인턴 채용,교육,청년체험형 인턴채용을 통해 공공기관 취업을 희망하는 청년에게 직무수행경험 제공,2023.9월 중,2023. 7. 3 ~ 7. 10,공사공단 인천환경공단
2235,인천,(재)인천인재평생교육진흥원 장학사업 지원,주거,우수 인재육성을 위한 장학금 지원,2023.01.01.~2023.12.31.,미정,-
2236,인천,청년창업 일자리 창출 특례보증 및 이차보전,일자리,"청년 창업자에게 금융지원(특례보증, 이차보전)",2023. 3월 ~ 한도 소진시,2023. 6. 19 ~ 소진시,경제산업본부 소상공인정책과
2237,인천,청년 로컬크리에이터 육성,일자리,지역자원을 활용한 창업기업에게 사업화 및 멘토링 등 지원,2023.4. ~ 2023.10.,2023. 4. 10 ~ 4. 30,여성가족국 인구가족과
2238,인천,청년창업 챌린지 지원사업,일자리,청년 창업자의 성공 창업을 위한 액셀러레이팅 및 사업화 지원,2023. 2. ~ 2023. 11.,2023. 3. 21 ~ 4. 10,미래산업국 창업벤처과
2239,인천,대학일자리플러스센터 운영 지원,교육,"고용노동부와 시, 대학이 협업하여 청년 취창업 역량 강화",2023.03.01.~2024.02.28.,상시,청년정책담당관
2240,인천,청년도전 지원사업,교육,"구직단념청년을 발굴, 노동시장 참여 촉진지원",2023.01.18.~2023.12.31.,23.2.27.~ 23.5.17,청년정책담당관
2241,인천,인천 청년 자격증 응시료 지원사업,일자리,취업에 어려움을 겪고 있는 인천 청년에게 사회진출 시 필요한 자격증 응시료 지원을 통해 경제적 부담을 경감하고 사회진입 활성화를 도모,2023.1. ~ 12.,2023. 3. 2. ~ 11. 30.,청년정책담당관
2242,인천,지역대학 취업지원사업,교육,"시와 지역대학이 협업하여 취업프로그램 등 운영을 통해 대학생 취업역량 강화
- 취업허브 프로그램(인하대)
- 지역연계형 All Job 서비스 프로그램(인천대)
- AI 빅데이터, Bio취업지원 프로그램(재능대)
- 취업역량 Step Up 커리어개발 프로그램(경인여대)",2023.03.01.~2024.02.28.,상시,청년정책담당관
2243,인천,청년 실업문제 완화를 위한 청년의무 고용할당제 확대,일자리,공공부문의 청년 의무고용 할당 확대를 통한 공공기관 취업기회 확대로 청년 실업해소 및 양질의 청년일자리 창출,2018년 ~ (계속사업),미정,청년정책담당관
2244,인천,인천청년 면접지원(드림나래)사업,교육,"청년 구직자에게 면접용 정장대여비 지원 (1인당 연5회, 연25만원 이내)",2023.01.01.~2023.12.31.,2023. 3. ~ 12. (예산 소진 시 지원종료),청년정책담당관
2245,인천,청년창업 성장플러스 지원사업,일자리,초기 청년창업 기업가를 대상으로 안정적인 정착 및 지속 성장 할 수 있도록 창업성장 지원,2023. 2. ~ 2023. 12.,미정,미래산업국 창업벤처과
2246,인천,인천 지역전략산업 청년일자리 지원사업,일자리,미취업 청년의 뉴딜산업 및 지역전략산업군 채용을 통한 일자리 창출,2023.01.01.~2023.12.31.,22년의 경우: 2022년 모집인원(200명) 대상 운영,청년정책담당관
2247,인천,청년 사회서비스 사업단 운영,교육,인천시거주 청년을 대상으로 청년사업단 서비스 제공인력으로 채용하고 근로에 따른 급여지급,2023.01.01.~2023.12.31.,2023. 1. 27~ 2. 15,보건복지국 복지서비스과
2248,인천,친환경소각시설 청년 교육 및 환경분야 창업지원 운영,교육,"친환경 자원순환시설 건립 및 운영에 관한 인식 개선, 친환경 자원순환시설 관련 청년 대상 정책 홍보 및 교육실시",2023.3. ~ 2025.12.,미정,환경국 자원순환과
2249,인천,지역형 마이스 전문인력 양성 프로그램,교육,마이스산업에 관심 있는 청년을 대상으로 지역사회와 함께하는 마이스 인재 육성 프로그램 운영을 통한 관내 마이스산업 활성화,2023. 3. ~ 12.,-,문화체육관광국 관광마이스과
2250,인천,청년마음건강 지원 사업,복지.문화,인천시거주 청년을 대상으로 3개월간 주1회 전문심리상담 제공 등,2023.05.01.~2023.12.31.(미정),"2023.1. ~ 12.
*온라인신청은 2023년 4월 7일부터 복지로 홈페이지에서 가능",보건복지국 복지서비스과
2251,인천,수소탐사 아카데미 운영,교육,수소에너지는 친환경 미래산업으로 수소산업 주도권 선점 및탄소중립 달성을 위한 인천의 창의적 핵심 인재 양성,연중,-,미래산업국 에너지산업과
2252,인천,청년 콘텐츠 우수인재 양성,교육,인천 콘텐츠기업이 필요로 하는 청년 우수인재 확보를 위해 프로젝트 기반의 실전교육 PBL(Project Based Learning)을 통하여 복합적이고 실무적인 능력을 갖춘 창의 융합적인 실무형 인재 양성 및 청년일자리 창출,2023.01.01.~2023.12.31.,2023. 6. 7 ~ 6. 26 (1기),문화체육관광국 문화정책과
2253,인천,의료 코디네이터 양성 및 지원사업,교육,외국인 의료관광 코디네이터 양성교육 추진으로 외국인 환자 유치 의료기관 내응 전문 인력 육성 및 일자리 창출,2023.04.01.~2023.12.31.,미정,보건복지국 보건의료정책과
2254,인천,국제기구 직업체험 프로그램,교육,"지역 내 국제기구와 유기적 협업으로 일자리 창출, 지역 청년층의 국제적 안목 형성 및 국제기구 진출 기회 제공",2023.01.01.~2023.12.31.,"22년의 경우: 2022.1.1 ~ 2022.12.31. (국제기구 요청 시, 예산소진 시까지)",글로벌도시국 국제협력과
2255,인천,청년내일저축계좌(차상위 초과),주거,일하는기준중위소득 50퍼센트~100퍼센트 청년에게 정부지원금 지원,2023.09~2023.12.31(미정),"2023.5.1.(월) ~ 5.19.(금) *미달 시, 9월 추가 모집 예정",보건복지국 복지정책과
2256,인천,인천 취업맞춤형 만남의 장,교육,"인천 대학생 및 학교밖청소년(만20~24세), 직업계고 학생, 중학생에게 직무체험과 진로탐색 교육 등의 기회 제공",2023.04.01.~2023.12.31.,미정,경제산업본부 경제정책과
2257,인천,청년내일저축계좌(차상위 이하),주거,"일하는 생계,주거,교육급여 및 차상위가구 청년에게 정부지원금 지원",2023.09~2023.12.31(미정),"2023.5.1.(월) ~ 5.19.(금) *미달 시, 9월 추가 모집 예정",보건복지국 복지정책과
2258,인천,청년참여형 인천관광 활성화 사업,복지.문화,인천 청년들에게 인천 여행 및 홍보 콘텐츠 제작 기회를 제공하여 청년 여가활동 활성화 및 관광향유권 증진,2023.03.01.~2023.12.31.,미정,문화체육관광국 관광마이스과
2259,인천,빌드업 청년일자리 지원사업,교육,청년의 취업경력과 역량을 쌓아 경쟁력을 강화하고 지역 정착을 유도,2023.01.01~2023.12.31,2023. 2. 6.(월) ~ 2. 17.(금) 18:00까지,공동체협치과
2260,인천,창업기업 청년일자리 지원사업,일자리,미취업 청년의 창업기업 채용을 통한 일자리 창출 극대화,2023.01.01.~2023.12.31.,22년의 경우: 2022년 모집인원(111명) 대상 운영(청년 퇴사시 대체채용),청년정책담당관
2261,인천,지역성장 도약기업 청년 일자리 지원사업,일자리,지역 우수기업과 미취업 청년을 매칭하여 양질의 일자리 제공,2023.01.01.~2023.12.31.,22년의 경우: 2022년 모집인원(29명) 대상 운영(청년 퇴사시 대체채용),청년정책담당관
2262,인천,청년 발달장애인 자산형성 지원사업,주거,발달장애인에게 성인기 전환시 경제적 자립을 위한 자산형성 지원사업,2023.01.01.-2023.12.31.,2023.4.4. ~ 4.13.,보건복지국 장애인복지과
2263,인천,청년시민캠퍼스 운영,교육,"인천 관내 교육기관을 청년시민대학캠퍼스로 선정 및 운영하여, 청년 진로 탐색 및 문화 참여 기회 제공",2023.01.01.~2023.12.31.,"-상반기:2023.3.13.(화) ~ 3.31.(금)
-하반기:2023.9.1.(금) ~ 9.27.(수)",-
2264,인천,청년 체험형 인턴운영,교육,청년층의 취업난 완화와 직무 체험기회 제공을 통한 취업역량강화 및 인천지역 청년 채용을 통한 지역사회 공헌,2023. 9. ~ 10.,-,공사공단 인천교통공사
2265,인천,마이스업체 청년 인턴십 운영,교육,인천 지역 마이스업체에서의 청년의 일경험 제공,2023.03.01.~2023.12.31.,2023. 3. ~ 12.,문화체육관광국 관광마이스과
2266,인천,인천 드림 For 청년통장,주거,인천시 중소·중견기업 만 39세 이하 청년근로자의 장기근속 유지 및 자산형성을 위한 목돈마련 지원,2023.1.1.~2023.12.31.,2023년 3월 31일(금) 10시 ~ 4월 28일(금) 17시까지,청년정책담당관
2267,인천,청년 중소기업 희망 종합 패키지 지원,일자리,중소기업의 청년 직접 고용에 대한 일부 지원을 통해 청년 취업률을 제고하고 중소기업의 인력난 해소,2023.1.1~2023.12.31,미정,연수구청 일자리정책과
2268,인천,지역기업연계 청년일자리 지원사업,일자리,중소기업에 인건비 지원을 통한 관내 청년 일자리 창출로 청년의 지역정착 및 지역경제 활성화 유도,2023.01.~2023.12.,2023.1.9.~1.24.,인천광역시 계양구 일자리정책과
2269,인천,청년도약기지(취업아카데미),교육,"인천소재 성장유망기업 청년근로자 직무훈련 및 인턴(수습)근무 지원(1인당 월 240만원, 3개월)",2023.01.01.~2023.12.31.,2023.9.14.(목) ~ 10.6.(금),청년정책담당관
2270,인천,청년 해외진출기지 지원사업,일자리,지역 청년창업가의 해외진출을 적극 지원하기 위해 글로벌 청년창업 지원 프로젝트 추진,2023. 2. ~ 2023. 12.,2023. 6. 30 ~ 7. 31,미래산업국 창업벤처과
2271,인천,중소기업 디지털 전환을 위한 청년일자리 지원사업,일자리,디지털 경제 전환 대응을 위한 지식재산 기반 및 무역분야 일자리 창출,2023.01.01~12.31,미정,미래산업국 산업정책과
